Source.Name	Characteristics.Subject.ID.	Characteristics.Strain.	Characteristics.Organism.	Term.Source.REF	Term.Accession.Number	Characteristics.Sex.	Factor.Value.Age.	Characteristics.AgeUnit.	Term.Source.REF.1	Term.Accession.Number.1	Characteristics.Organ.	Term.Source.REF.2	Term.Accession.Number.2	Characteristics.Tissue.	Term.Source.REF.3	Term.Accession.Number.3	Characteristics.Cell.	Term.Source.REF.4	Term.Accession.Number.4	Characteristics.Assay.Type.	Characteristics.Biological.Replicate.	Characteristics.Technical.Replicate.	Factor.Value.Compound.	Term.Source.REF.5	Term.Accession.Number.5	Characteristics.StdInChIKey.	Comment.chEMBL.ID.	Characteristics.Eniantiomer.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Term.Source.REF.6	Term.Accession.Number.6	Factor.Value.Dose.Duration.	Characteristics.Dose.DurationUnit.	Term.Source.REF.7	Term.Accession.Number.7	Factor.Value.Dose.Frequency.	Characteristics.Vehicle.	Characteristics.Route.	Term.Source.REF.8	Term.Accession.Number.8	Factor.Value.Sample.TimePoint.	Characteristics.Sample.TimePointUnit.	Term.Source.REF.9	Term.Accession.Number.9	Characteristics.Treatment.Group.	Protocol.REF	Sample.Name
ketoconazole_0.67_90_1	93813	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	ketoconazole	CHEBI		XMAYWYJOQHXEEK-ZEQKJWHPSA-N	CHEMBL295698	NA	NA	FALSE	control_0.67	90	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	ketoconazole_0.67_90_1
ketoconazole_0.67_90_2	93883	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	ketoconazole	CHEBI		XMAYWYJOQHXEEK-ZEQKJWHPSA-N	CHEMBL295698	NA	NA	FALSE	control_0.67	90	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	ketoconazole_0.67_90_2
ketoconazole_0.67_90_3	93890	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	ketoconazole	CHEBI		XMAYWYJOQHXEEK-ZEQKJWHPSA-N	CHEMBL295698	NA	NA	FALSE	control_0.67	90	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	ketoconazole_0.67_90_3
ketoconazole_1_90_1	93867	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	ketoconazole	CHEBI		XMAYWYJOQHXEEK-ZEQKJWHPSA-N	CHEMBL295698	NA	NA	FALSE	control_1	90	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	ketoconazole_1_90_1
ketoconazole_1_90_2	93881	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	ketoconazole	CHEBI		XMAYWYJOQHXEEK-ZEQKJWHPSA-N	CHEMBL295698	NA	NA	FALSE	control_1	90	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	ketoconazole_1_90_2
ketoconazole_1_90_3	93945	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	ketoconazole	CHEBI		XMAYWYJOQHXEEK-ZEQKJWHPSA-N	CHEMBL295698	NA	NA	FALSE	control_1	90	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	ketoconazole_1_90_3
labetalol_0.67_250_1	93077	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	labetalol	CHEBI	6343	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CHEMBL429	NA	NA	FALSE	control_0.67	250	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	labetalol_0.67_250_1
labetalol_0.67_250_2	93083	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	labetalol	CHEBI	6343	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CHEMBL429	NA	NA	FALSE	control_0.67	250	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	labetalol_0.67_250_2
labetalol_0.67_250_3	93251	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	labetalol	CHEBI	6343	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CHEMBL429	NA	NA	FALSE	control_0.67	250	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	labetalol_0.67_250_3
labetalol_1_250_1	93017	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	labetalol	CHEBI	6343	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CHEMBL429	NA	NA	FALSE	control_1	250	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	labetalol_1_250_1
labetalol_1_250_2	93102	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	labetalol	CHEBI	6343	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CHEMBL429	NA	NA	FALSE	control_1	250	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	labetalol_1_250_2
labetalol_1_250_3	93231	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	labetalol	CHEBI	6343	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CHEMBL429	NA	NA	FALSE	control_1	250	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	labetalol_1_250_3
lansoprazole_0.67_240_1	93644	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	lansoprazole	CHEBI	6375	MJIHNNLFOKEZEW-UHFFFAOYSA-N	CHEMBL480	NA	NA	FALSE	control_0.67	240	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lansoprazole_0.67_240_1
lansoprazole_0.67_240_2	93705	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	lansoprazole	CHEBI	6375	MJIHNNLFOKEZEW-UHFFFAOYSA-N	CHEMBL480	NA	NA	FALSE	control_0.67	240	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lansoprazole_0.67_240_2
lansoprazole_0.67_240_3	93777	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	lansoprazole	CHEBI	6375	MJIHNNLFOKEZEW-UHFFFAOYSA-N	CHEMBL480	NA	NA	FALSE	control_0.67	240	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lansoprazole_0.67_240_3
lansoprazole_1_240_1	93669	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	lansoprazole	CHEBI	6375	MJIHNNLFOKEZEW-UHFFFAOYSA-N	CHEMBL480	NA	NA	FALSE	control_1	240	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lansoprazole_1_240_1
lansoprazole_1_240_2	93707	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	lansoprazole	CHEBI	6375	MJIHNNLFOKEZEW-UHFFFAOYSA-N	CHEMBL480	NA	NA	FALSE	control_1	240	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lansoprazole_1_240_2
lansoprazole_1_240_3	93789	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	lansoprazole	CHEBI	6375	MJIHNNLFOKEZEW-UHFFFAOYSA-N	CHEMBL480	NA	NA	FALSE	control_1	240	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lansoprazole_1_240_3
l-buthionine sulfoximine_0.67_100000_1	93033	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	buthionine sulfoximine	CHEBI	28714	WDFRNLYXRQXXFS-CVSPRKDYSA-N	CHEMBL1609891	NA	NA	FALSE	control_0.67	100000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	l-buthionine sulfoximine_0.67_100000_1
l-buthionine sulfoximine_0.67_100000_2	93109	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	buthionine sulfoximine	CHEBI	28714	WDFRNLYXRQXXFS-CVSPRKDYSA-N	CHEMBL1609891	NA	NA	FALSE	control_0.67	100000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	l-buthionine sulfoximine_0.67_100000_2
l-buthionine sulfoximine_0.67_100000_3	93201	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	buthionine sulfoximine	CHEBI	28714	WDFRNLYXRQXXFS-CVSPRKDYSA-N	CHEMBL1609891	NA	NA	FALSE	control_0.67	100000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	l-buthionine sulfoximine_0.67_100000_3
l-buthionine sulfoximine_1_100000_1	93008	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	buthionine sulfoximine	CHEBI	28714	WDFRNLYXRQXXFS-CVSPRKDYSA-N	CHEMBL1609891	NA	NA	FALSE	control_1	100000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	l-buthionine sulfoximine_1_100000_1
l-buthionine sulfoximine_1_100000_2	93104	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	buthionine sulfoximine	CHEBI	28714	WDFRNLYXRQXXFS-CVSPRKDYSA-N	CHEMBL1609891	NA	NA	FALSE	control_1	100000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	l-buthionine sulfoximine_1_100000_2
l-buthionine sulfoximine_1_100000_3	93169	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	buthionine sulfoximine	CHEBI	28714	WDFRNLYXRQXXFS-CVSPRKDYSA-N	CHEMBL1609891	NA	NA	FALSE	control_1	100000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	l-buthionine sulfoximine_1_100000_3
lithocholic acid_0.67_74_1	93409	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	lithocholic acid	CHEBI	16325	SMEROWZSTRWXGI-HVATVPOCSA-N	CHEMBL1478	NA	NA	FALSE	control_0.67	74	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lithocholic acid_0.67_74_1
lithocholic acid_0.67_74_2	93512	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	lithocholic acid	CHEBI	16325	SMEROWZSTRWXGI-HVATVPOCSA-N	CHEMBL1478	NA	NA	FALSE	control_0.67	74	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lithocholic acid_0.67_74_2
lithocholic acid_0.67_74_3	93514	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	lithocholic acid	CHEBI	16325	SMEROWZSTRWXGI-HVATVPOCSA-N	CHEMBL1478	NA	NA	FALSE	control_0.67	74	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lithocholic acid_0.67_74_3
lithocholic acid_1_74_1	93360	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	lithocholic acid	CHEBI	16325	SMEROWZSTRWXGI-HVATVPOCSA-N	CHEMBL1478	NA	NA	FALSE	control_1	74	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lithocholic acid_1_74_1
lithocholic acid_1_74_2	93410	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	lithocholic acid	CHEBI	16325	SMEROWZSTRWXGI-HVATVPOCSA-N	CHEMBL1478	NA	NA	FALSE	control_1	74	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lithocholic acid_1_74_2
lithocholic acid_1_74_3	93574	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	lithocholic acid	CHEBI	16325	SMEROWZSTRWXGI-HVATVPOCSA-N	CHEMBL1478	NA	NA	FALSE	control_1	74	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lithocholic acid_1_74_3
lomustine_0.67_560_1	93295	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	lomustine			GQYIWUVLTXOXAJ-UHFFFAOYSA-N	CHEMBL514	NA	NA	FALSE	control_0.67	560	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lomustine_0.67_560_1
lomustine_0.67_560_2	93365	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	lomustine			GQYIWUVLTXOXAJ-UHFFFAOYSA-N	CHEMBL514	NA	NA	FALSE	control_0.67	560	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lomustine_0.67_560_2
lomustine_0.67_560_3	93484	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	lomustine			GQYIWUVLTXOXAJ-UHFFFAOYSA-N	CHEMBL514	NA	NA	FALSE	control_0.67	560	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lomustine_0.67_560_3
lomustine_1_560_1	93320	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	lomustine			GQYIWUVLTXOXAJ-UHFFFAOYSA-N	CHEMBL514	NA	NA	FALSE	control_1	560	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lomustine_1_560_1
lomustine_1_560_2	93351	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	lomustine			GQYIWUVLTXOXAJ-UHFFFAOYSA-N	CHEMBL514	NA	NA	FALSE	control_1	560	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lomustine_1_560_2
lomustine_1_560_3	93494	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	lomustine			GQYIWUVLTXOXAJ-UHFFFAOYSA-N	CHEMBL514	NA	NA	FALSE	control_1	560	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	lomustine_1_560_3
loratadine_0.67_62.25_1	93609	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	loratadine	CHEBI	6538	JCCNYMKQOSZNPW-UHFFFAOYSA-N	CHEMBL998	NA	NA	FALSE	control_0.67	62.25	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	loratadine_0.67_62.25_1
loratadine_0.67_62.25_2	93736	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	loratadine	CHEBI	6538	JCCNYMKQOSZNPW-UHFFFAOYSA-N	CHEMBL998	NA	NA	FALSE	control_0.67	62.25	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	loratadine_0.67_62.25_2
loratadine_0.67_62.25_3	93873	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	loratadine	CHEBI	6538	JCCNYMKQOSZNPW-UHFFFAOYSA-N	CHEMBL998	NA	NA	FALSE	control_0.67	62.25	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	loratadine_0.67_62.25_3
loratadine_1_62.25_1	93687	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	loratadine	CHEBI	6538	JCCNYMKQOSZNPW-UHFFFAOYSA-N	CHEMBL998	NA	NA	FALSE	control_1	62.25	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	loratadine_1_62.25_1
loratadine_1_62.25_2	93728	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	loratadine	CHEBI	6538	JCCNYMKQOSZNPW-UHFFFAOYSA-N	CHEMBL998	NA	NA	FALSE	control_1	62.25	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	loratadine_1_62.25_2
loratadine_1_62.25_3	93762	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	loratadine	CHEBI	6538	JCCNYMKQOSZNPW-UHFFFAOYSA-N	CHEMBL998	NA	NA	FALSE	control_1	62.25	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	loratadine_1_62.25_3
marimastat_0.67_1000_1	93537	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	marimastat	CHEBI	50662	OCSMOTCMPXTDND-OUAUKWLOSA-N	CHEMBL279785	NA	NA	FALSE	control_0.67	1000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	marimastat_0.67_1000_1
marimastat_0.67_1000_2	93640	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	marimastat	CHEBI	50662	OCSMOTCMPXTDND-OUAUKWLOSA-N	CHEMBL279785	NA	NA	FALSE	control_0.67	1000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	marimastat_0.67_1000_2
marimastat_0.67_1000_3	94209	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	marimastat	CHEBI	50662	OCSMOTCMPXTDND-OUAUKWLOSA-N	CHEMBL279785	NA	NA	FALSE	control_0.67	1000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	marimastat_0.67_1000_3
marimastat_1_1000_1	93603	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	marimastat	CHEBI	50662	OCSMOTCMPXTDND-OUAUKWLOSA-N	CHEMBL279785	NA	NA	FALSE	control_1	1000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	marimastat_1_1000_1
marimastat_1_1000_2	93646	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	marimastat	CHEBI	50662	OCSMOTCMPXTDND-OUAUKWLOSA-N	CHEMBL279785	NA	NA	FALSE	control_1	1000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	marimastat_1_1000_2
marimastat_1_1000_3	93684	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	marimastat	CHEBI	50662	OCSMOTCMPXTDND-OUAUKWLOSA-N	CHEMBL279785	NA	NA	FALSE	control_1	1000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	marimastat_1_1000_3
